role,scene,split,index,image_name,image_path,decoded_rgb_sha256
M,web_Terrestrial,train,18,IMG_6970.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_6970.TIF,b8e73012632bf40f2c1a9e597024c9474081379bbb11a0df427362526eeb665e
M,web_Terrestrial,train,19,IMG_6972.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_6972.TIF,8ad210da49bf40733ab2065b9d555d5b8995c6cdac10c170605401fb7356d5f7
M,web_Terrestrial,train,20,IMG_6975.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_6975.TIF,f0f7e15e0b9dfd88836985e2c4bde90344dc66721ea64f490b0ad49def4adf48
M,web_Terrestrial,train,21,IMG_6979.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_6979.TIF,fe3368b6414fe8f4782ae2849b5e3b0415015c80bc8228a9324eac1d65993045
M,web_Terrestrial,train,22,IMG_6981.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_6981.TIF,efa622b8140eeaa401f9991d3cfed772fde2f32dc98f52547250325b78769d4b
M,web_Terrestrial,train,23,IMG_6983.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_6983.TIF,382e744c598892d83378329f9749b03754fe60874df89d3609e4131ff6f62e06
M,web_Terrestrial,train,24,IMG_6985.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_6985.TIF,a39665c5c768b7a3a471468bb8a4d35c97e1661781c60cf15508a850426e1e13
M,web_Terrestrial,train,25,IMG_6987.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_6987.TIF,6819bc61d9f88bc0a11b3d0080da5f6b811b8c59a32fe84d90c6d612f60968ba
M,web_Terrestrial,train,26,IMG_6989.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_6989.TIF,7145ce5b4541c73dcce0e7726a5fa8a7094ab6596e95942fc5480140b7de3eb3
M,web_Terrestrial,train,27,IMG_6991.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_6991.TIF,e0ac04558c1e4eb99c785040abf8d986d3be81f892eeeaea7548c14ae5cb05c8
M,web_Terrestrial,train,28,IMG_6995.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_6995.TIF,6b278cd45d379d4b24f214e7a8dfe14a0772e55621dfb256634e560c5a33392d
M,web_Terrestrial,train,29,IMG_6997.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_6997.TIF,ad01508b1e401555fc33650e103290dee00561ad106dadbf9e59d35ee911f05d
M,web_Terrestrial,train,30,IMG_6999.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_6999.TIF,0df68ef7135cf3732008d8ca83154831e75d490d5420c81d069fc2a3254e45f8
M,web_Terrestrial,train,31,IMG_7001.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_7001.TIF,4cf453d86e98d6754ad74768b5b0166f2437fe557b9049e353a20a5a3360c8e9
M,web_Terrestrial,train,32,IMG_7003.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_7003.TIF,d32002253cfa3a095a9e4d7ec285c7527048b9c959dcff83fbd39b046fe6d00c
M,web_Terrestrial,train,33,IMG_7005.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_7005.TIF,95ce1e05fe519835bbb82d8e20a5e138a32657808a2d43c66cdd339bf6e9c88f
M,web_Terrestrial,train,34,IMG_7007.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_7007.TIF,3a041715590ebc860af13ba931fa37b731f591af01798baae987c9b957ab9a4b
M,web_Terrestrial,train,35,IMG_7011.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_7011.TIF,cf76429e3e2a49eb7605f61972908523bb7e3073492943fb3a5d215d3d69a8c1
M,web_Terrestrial,train,36,IMG_7013.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_7013.TIF,451a01cb12c8f541f0f2a6e3fdbd2e40813aeaebb0069a0c921632ac04269f8e
M,web_Terrestrial,train,37,IMG_7015.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_7015.TIF,b69332c360cc2c6da3b2fdd3a2677986fbadcb923ad9a0d81978395db897ff4e
M,web_Terrestrial,train,38,IMG_7017.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_7017.TIF,5363c36e5a15a8a2aabeeafe3744bf875cfc920009cf6bd1e6a92299ae262ac6
M,web_Terrestrial,train,39,IMG_7019.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_7019.TIF,22ae70aba2428640ed5f6a3fe08ff88bbe32e400bebbf48893fa5a7008c4313d
M,web_Terrestrial,train,40,IMG_7021.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_7021.TIF,206200ccb9ccaee51752e797d6bdcc9ab6ebe7b776aae453ed248a4f66e2bda3
M,web_Terrestrial,train,41,IMG_7023.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_7023.TIF,0796aaa63159bbc42f362846ab6039a6c54d0a756ca1127680c84f19abd16889
M,web_Terrestrial,train,42,IMG_7027.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_7027.TIF,f0f01cc9b327f98e6e57230d09a05bc29d2bb8ae31a1c5da8b937ad4a9964d5f
M,web_Terrestrial,train,43,IMG_7029.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_7029.TIF,5ec4cf1f9296fae628ef0b075ce94e3fb9dadc67a52204447db69184f4355f90
M,web_Terrestrial,train,44,IMG_7031.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_7031.TIF,5e544a9252e030c8549cb7feffb854a40c78ef824c240389d10d2313044ea636
M,web_Terrestrial,train,45,IMG_7033.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_7033.TIF,a07c5140facef300156d1091e7fa9f9fcd7a1624ff3d9502a7d5a510af0113cd
M,web_Terrestrial,train,46,IMG_7035.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_7035.TIF,64438946379a7ff92b2810f0937118c60a7400cc8021bf8d942aaa02dc927064
M,web_Terrestrial,train,47,IMG_7037.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_7037.TIF,642dd97515ead5b4d44d5c5ca85588692092fdb55ee0c735bebd599e5319fc27
M,web_Terrestrial,train,48,IMG_7039.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_7039.TIF,75c2464406d58ad50e2541fc5aac6a0a9f3e77fa87eea8ade7c4ebda5241d970
M,web_Terrestrial,train,49,IMG_7046.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_7046.TIF,8d039cff20ff9ec3173dccd109386c3e7275163c100d37c513f50fa979a185b1
M,web_Terrestrial,train,50,_DSC1589.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1589.JPG,77f6d4be9fc562adb7b11b6f633a934367405549f6914cf52a34296af9e0d05e
M,web_Terrestrial,train,51,_DSC1590.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1590.JPG,c21fae8127827cacbb065d8c2cfd5d2f7c3b7ee6879803e193ffa997a8c0d3ef
M,web_Terrestrial,train,52,_DSC1591.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1591.JPG,53b26a7da04f6029d0eb617e4d103673ad8e146d4b9fdeb86d0d5690ef47d3ac
M,web_Terrestrial,train,53,_DSC1592.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1592.JPG,2060f6900e16d2860546d5619c63708f682f11ff178d0e0660005f7c4acfc40a
M,web_Terrestrial,train,54,_DSC1593.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1593.JPG,b9f642ce2e20a16197b7e23a333fe2dfc5ca24c82d002f8e6b9f49cd681f9dc2
M,web_Terrestrial,train,55,_DSC1594.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1594.JPG,141c0faac8eaeeb3c8c16b6abb365e27dff3fd7dd1b0c7d02479ecf0c66a48c6
M,web_Terrestrial,train,56,_DSC1596.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1596.JPG,02009ca3977cf016f709b9984e8948cfa57ee35dbb5d51ec5b5d419fe6e3b0cb
M,web_Terrestrial,train,57,_DSC1597.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1597.JPG,97fb097ec9b5607c4f3c3297c4bfe83c90b9b008fe84e91a9e3c78b96d95dcdb
M,web_Terrestrial,train,58,_DSC1598.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1598.JPG,68b759792ecb50962b18619d8ca6371f86dd3c7954b55215379f388f33722aeb
M,web_Terrestrial,train,59,_DSC1599.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1599.JPG,c6b95d0be72fdb5cc70fd6695fe5201a0c7e4326e213c401a1b30e7e69cb29a3
M,web_Terrestrial,train,60,_DSC1600.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1600.JPG,e58afc53322ac2a34f2f86ca4b26da7042e940441b685717bd883ec893d05928
M,web_Terrestrial,train,61,_DSC1601.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1601.JPG,c5baafeeb7fc4118b60a6007f58e34f77923ffb2517a499e9cd2117bcc348069
M,web_Terrestrial,train,62,_DSC1602.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1602.JPG,5cc099b5f5b9bba1f74de20355f503f00954776469dd7fd59ffef99c92967483
M,web_Terrestrial,train,63,_DSC1604.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1604.JPG,3d3324ceec48cf6e72d5c9fa9714d501e1bfd232546c1b694d1cb21d4b4fd785
M,web_Terrestrial,train,64,_DSC1605.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1605.JPG,273222f6ed7935e10acb8b55e4e49cfe5357a6791ce23f0b6b23420975ccc5fe
M,web_Terrestrial,train,65,_DSC1606.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1606.JPG,d1b413a88c404b3dcded42c1091a306ea3d768ef2b2b4643495cd7c81e96ddbd
M,web_Terrestrial,train,66,_DSC1607.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1607.JPG,11501b2d495b910bd8d5b4819856f4af2ef2e230ff8eb6cbe6222638854bd7da
M,web_Terrestrial,train,67,_DSC1608.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1608.JPG,21359604304d18b483e0022e31a2c2eda6cdf7241d93dfc3350de7a2210bc715
M,web_Terrestrial,train,68,_DSC1609.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1609.JPG,7de95e45bdd33d9ebeb839a1575a404068bae8089375dde9453437e5fa7d4977
M,web_Terrestrial,train,69,_DSC1610.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1610.JPG,210f8e79245b521408f399d0c73255c959d9c6731eb92c9824bbc80be96d967d
M,web_Terrestrial,train,70,_DSC1612.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1612.JPG,e611dd8ae282eae8bff13657694786818d0d0bb1ddee704ef91b81856a400ef4
M,web_Terrestrial,train,71,_DSC1613.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1613.JPG,574b773f09b40472373956ef885652610674677f984c5084adbfd45c76116704
M,web_Terrestrial,train,72,_DSC1614.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1614.JPG,6aa3fcb7153fb357c43f4a64fe0284b3645061ce873a449996c6004e28bf9c31
M,web_Terrestrial,train,73,_DSC1615.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1615.JPG,67f1d76b79fd65c6655fc22ec56ed445b8de1e33a8caac373d4b12f6d1bb8f30
M,web_Terrestrial,train,74,_DSC1616.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1616.JPG,192b064e649651934ba9038154d5e74974b8455bf4a45f81a9d321b6ef54d48a
M,web_Terrestrial,train,75,_DSC1617.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1617.JPG,3d82f3c59893b3b1342c9836c5948102de5bac6939ab2b15ef5822106363ad6f
M,web_Terrestrial,train,76,_DSC1618.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1618.JPG,51d25aae77c5ee5acc29d8c006018b4fbe483c09a4aea568c77e6514a242a294
M,web_Terrestrial,train,77,_DSC1620.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1620.JPG,e8833483b6ec399bc15875c2c5088fb321dc06e348447d01f5a212923ffe9402
M,web_Terrestrial,train,78,_DSC1621.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1621.JPG,da7a9d89af0bb962e5ddaa3be600dc4905235ed82e98752d1e98472036a83860
M,web_Terrestrial,train,79,_DSC1622.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1622.JPG,fad1f6870cfb0ef1af2133e4f693a95226943cc558d93491da14f076aad8d715
M,web_Terrestrial,train,80,_DSC1623.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1623.JPG,a1353663d6ec1457bf45794dfa9bc2702c5cc8f98c34a91324f885181639f711
M,web_Terrestrial,train,81,_DSC1624.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1624.JPG,dbfe3e85a520407312b5a44963634f712fc1842dd4a584f0f46bd9cedf6df063
M,web_Terrestrial,train,82,_DSC1625.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1625.JPG,ba694462c97eccb790921bcb6da40173a112518adaef29725c591e41f4526378
M,web_Terrestrial,train,83,_DSC1626.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1626.JPG,4782fa4dd9376918718952c6d88c1b5395e6757e2c0a540e906aa96dcfaf894c
M,web_Terrestrial,train,84,_DSC1628.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1628.JPG,42328865b3ff27e1ee370c1cc591a22a991a8f82931ca0f98b7ac677146f619d
M,web_Terrestrial,train,85,_DSC1629.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1629.JPG,4a5cd36628cec03123c3fe41c699362cf9e329d1d90ab228e9ce0a95aaa45ecd
M,web_Terrestrial,train,86,_DSC1630.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1630.JPG,1782a04dacc361d484e80c2d90bda5ccdf078e342309a398315fb519e2d346b7
M,web_Terrestrial,train,87,_DSC1631.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1631.JPG,5a77b884433ca7f149f51bae54efed9556d3c62ca8d852a3169f0b8e273d6a98
M,web_Terrestrial,train,88,_DSC1632.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1632.JPG,a53ab5cbfd9478de1cb154f1ee1639879af282422e3f7adbe7f535c302643828
M,web_Terrestrial,train,89,_DSC1633.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1633.JPG,308f771303f67c9d428108eaa4cceb02875f196361d1aa38018b556674a8487d
M,web_Terrestrial,train,90,_DSC1634.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1634.JPG,305ad93b977d9209010749c830b0af02547ceaf9dcb6564f3feaf232062005c3
M,web_Terrestrial,train,91,_DSC1636.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1636.JPG,58b0e552daf53bc9398efbcf60bb78441433bb41a3657f31483f6e4a9c21b741
M,web_Terrestrial,train,92,_DSC1637.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1637.JPG,7c82940fd21727637cb907d50aed1c170b77115f22043e49097a47bab083935c
M,web_Terrestrial,train,93,_DSC1638.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1638.JPG,6aeddeabdf9575c0757784d3d4c10e9bc1d5150390185ac378ddc5e07f39d9a6
M,web_Terrestrial,train,94,_DSC1639.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1639.JPG,a7aff16a97c7ca24653b1ed3c5ba6ec5400cb5ccb1b80b9c061946708c823c2c
M,web_Terrestrial,train,95,_DSC1640.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1640.JPG,3762ddc2d5dc2817578f6408d7bbb88aafcaca48c1237b53e6c9b3b4cc27eed7
M,web_Terrestrial,train,96,_DSC1641.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1641.JPG,c243af22ac5cfd8e73daa259bdecf103383ad6269ed620f4c7d3b099864a7880
M,web_Terrestrial,train,97,_DSC1642.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1642.JPG,15d0d795d440677cdc57f53d264a1153a5da592a4c2446cb10dbe4e161120ede
M,web_Terrestrial,train,98,_DSC1644.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1644.JPG,5761a4af50efdbe2335bb2379208032bd681006307cd409724b528b686faddb6
M,web_Terrestrial,train,99,_DSC1645.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1645.JPG,18db57e98ced82e011f512e0cbbbd58541f891f409eba3b35fe0b52d8fc0c8cf
M,web_Terrestrial,train,100,_DSC1646.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1646.JPG,ba1e424d735947b80f74643f30e1563a47c535525b8ca1434efd590574d86c45
M,web_Terrestrial,train,101,_DSC1647.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1647.JPG,8a4c1e3e068f3832f9d313d0e80e79f4b3e1a2b8f15b32b91b5ea51ae106fcf8
M,web_Terrestrial,train,102,_DSC1648.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1648.JPG,19bfc85649f973bde11a851907dc5936aef007b3fedfea9272be79b9a5a23d48
M,web_Terrestrial,train,103,_DSC1649.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1649.JPG,0c9bdb423fee65e3fa53a03af8ffab848f303d2b65b95d91dc1bebed120a19dc
M,web_Terrestrial,train,104,_DSC1650.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1650.JPG,cbb9fc9bd2ea84e49df795c08aca9a3bf1241c43cd87cf4ab13e13d8322775cf
M,web_Terrestrial,train,105,_DSC1652.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1652.JPG,d225bd45bfc84a84f41ac29bd753ee0488a70378e25c5f7a86bb43f27ab28f07
M,web_Terrestrial,train,106,_DSC1653.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1653.JPG,dada56854b2d9fc626358f8eb057a93337d0b583d41e9179d02d0792570d90b1
M,web_Terrestrial,train,107,_DSC1654.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1654.JPG,efc30eb4850a6f7cc30c37bf4880a92bfaaa76594167a35c4f352d63ec037315
M,web_Terrestrial,train,108,_DSC1655.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1655.JPG,cc39e07383167f9078b4c6a09351b17bfec3da9165853d05694dc72ce14f4d7a
M,web_Terrestrial,train,109,_DSC1656.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1656.JPG,0136835b65d01d72b93e6e809e4847f45f4a5d6de6c9011987b0b140d66447b5
M,web_Terrestrial,train,110,_DSC1657.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1657.JPG,01b40c73f0c7e5d8745e3242b7ccc31178e0955da6213c01f20fc7667d082a37
M,web_Terrestrial,train,111,_DSC1658.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1658.JPG,21485a0ffac1c9314a291e748b08fc9e3641346eadb8e44848bd96120ae81812
M,web_Terrestrial,train,112,_DSC1660.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1660.JPG,e87177488c5d93c869a2cf5e8fa225a3dccdc9174caacfaa984f05c94a768be9
M,web_Terrestrial,train,113,_DSC1661.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1661.JPG,c5ad69511deae40eb10bf99601f13438356ea5014977946e0f52a1f75f28c63d
M,web_Terrestrial,train,114,_DSC5561_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5561_1.JPG,a34485ee279fe5163c726254fe9f44a850b6eddbefcf90909efa2e29ac709424
M,web_Terrestrial,train,115,_DSC5563_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5563_1.JPG,1106c2b70da26afea557a6f3392f855ea7c5ac63da687461b9e244ed47f03453
M,web_Terrestrial,train,116,_DSC5564_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5564_1.JPG,b8fc30b7ae6af0e80bdb12de7e06eca2b49d531f63bbb19028ff675b822eefd9
M,web_Terrestrial,train,117,_DSC5565_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5565_1.JPG,4a3cba88e7f713d7ce5e92da77f0a7257c785e09b151eeab0f30955deb194fb5
M,web_Terrestrial,train,118,_DSC5566_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5566_1.JPG,ee12313bc6b3ea622122ee3f1edb64928e8f2d14906de8da5f6bf64af6303810
M,web_Terrestrial,train,119,_DSC5569_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5569_1.JPG,5150257da8ab6be1413f955e9db74222804115fa1c3a2cc9a9a89549f1c0c13d
M,web_Terrestrial,train,120,_DSC5570_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5570_1.JPG,bde3fd8f6c6b9604279213a751ad886b46af0773ba1d1a9f1794ce252f694dfc
